Servicio Meteorológico Nacional,,,,,,,,,,
Red: SMN,,,,,,,,,,
Estación: ENCBII,,,,,,,,,,
Estado: Ciudad de México,,,,,,,,,,
Municipio: Gustavo A. Madero,,,,,,,,,,
Latitud (N): 19.49866944,,,,,,,,,,
Longitud (O): -99.14545278,,,,,,,,,,
Altitud: 2240,,,,,,,,,,
,,,,,,,,,,
Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
2021-12-30 20:30:00,2021-12-31 02:30:00,93.0,99.0,3.7,7.1,16.1,62,781,0,0
2021-12-30 20:20:00,2021-12-31 02:20:00,74.0,92.0,2.8,5.1,16.4,61,780.9,0,0
2021-12-30 20:10:00,2021-12-31 02:10:00,96.0,91.0,2.3,4.8,16.8,60,780.8,0,0
2021-12-30 20:00:00,2021-12-31 02:00:00,95.0,95.0,2.8,5.6,17.2,59,780.8,0,0
2021-12-30 19:50:00,2021-12-31 01:50:00,85.0,75.0,3,5,17.7,58,780.7,0,0
2021-12-30 19:40:00,2021-12-31 01:40:00,62.0,265.0,2.6,4.3,18.2,57,780.6,0,0
2021-12-30 19:30:00,2021-12-31 01:30:00,105.0,106.0,2.7,8.6,18.3,56,780.4,0,0
2021-12-30 19:20:00,2021-12-31 01:20:00,64.0,95.0,3.8,8.9,18.6,55,780.3,0,0
2021-12-30 19:10:00,2021-12-31 01:10:00,70.0,118.0,3.3,7.9,19.3,53,780.2,0,0
2021-12-30 19:00:00,2021-12-31 01:00:00,97.0,185.0,2.5,10.2,19.9,52,780.1,0,0
2021-12-30 18:50:00,2021-12-31 00:50:00,80.0,83.0,2.6,6.3,20.9,50,780,0,0
2021-12-30 18:40:00,2021-12-31 00:40:00,132.0,207.0,2.3,7.5,21.6,49,779.8,0,0
2021-12-30 18:30:00,2021-12-31 00:30:00,110.0,184.0,2.5,7.6,21.8,49,779.8,0,0
2021-12-30 18:20:00,2021-12-31 00:20:00,121.0,194.0,2.2,5.6,22.4,48,779.8,0,0
2021-12-30 18:10:00,2021-12-31 00:10:00,123.0,105.0,2.8,13.6,22.9,47,779.8,0,0
2021-12-30 18:00:00,2021-12-31 00:00:00,117.0,311.0,3,8.3,23.2,46,779.7,0,5
2021-12-30 17:50:00,2021-12-30 23:50:00,110.0,92.0,2.7,5.9,23.3,44,779.7,0,13
2021-12-30 17:40:00,2021-12-30 23:40:00,82.0,351.0,2.2,3.9,23.9,42,779.5,0,22
2021-12-30 17:30:00,2021-12-30 23:30:00,359.0,316.0,2,3.2,24,42,779.5,0,29
2021-12-30 17:20:00,2021-12-30 23:20:00,148.0,241.0,2,3.6,24.5,42,779.5,0,35
2021-12-30 17:10:00,2021-12-30 23:10:00,212.0,245.0,2.6,7.6,24.9,41,779.5,0,43
2021-12-30 17:00:00,2021-12-30 23:00:00,65.0,68.0,3.2,6.3,25,41,779.5,0,49
2021-12-30 16:50:00,2021-12-30 22:50:00,94.0,352.0,2.5,4.4,25.2,41,779.5,0,56
2021-12-30 16:40:00,2021-12-30 22:40:00,251.0,326.0,3.5,8.1,25.4,40,779.4,0,75
2021-12-30 16:30:00,2021-12-30 22:30:00,178.0,265.0,2.1,4.2,25.8,39,779.4,0,233
2021-12-30 16:20:00,2021-12-30 22:20:00,204.0,357.0,2.3,5.4,26,39,779.5,0,300
2021-12-30 16:10:00,2021-12-30 22:10:00,72.0,108.0,2.6,5.6,26.4,38,779.5,0,335
2021-12-30 16:00:00,2021-12-30 22:00:00,111.0,266.0,2.2,5.1,27.7,37,779.6,0,371
2021-12-30 15:50:00,2021-12-30 21:50:00,52.0,77.0,3.6,8.4,27.7,37,779.7,0,409
2021-12-30 15:40:00,2021-12-30 21:40:00,349.0,359.0,2.7,5.2,27.9,36,779.7,0,451
2021-12-30 15:30:00,2021-12-30 21:30:00,294.0,352.0,3.9,7.4,27.3,36,779.8,0,356
2021-12-30 15:20:00,2021-12-30 21:20:00,91.0,341.0,3.2,8.1,27,37,779.9,0,146
2021-12-30 15:10:00,2021-12-30 21:10:00,90.0,298.0,3,7.5,26.5,38,780,0,97
2021-12-30 15:00:00,2021-12-30 21:00:00,109.0,108.0,3.4,10.6,26,38,780.1,0,115
2021-12-30 14:50:00,2021-12-30 20:50:00,149.0,302.0,2.9,5.9,25.5,39,780.1,0,117
2021-12-30 14:40:00,2021-12-30 20:40:00,6.0,272.0,4.6,10.7,24.6,39,780.1,0,130
2021-12-30 14:30:00,2021-12-30 20:30:00,35.0,67.0,6.2,10.2,24.4,38,780.2,0,178
2021-12-30 14:20:00,2021-12-30 20:20:00,68.0,86.0,4.9,10.4,24.3,39,780.4,0,91
2021-12-30 14:10:00,2021-12-30 20:10:00,94.0,94.0,3.5,11.1,24,39,780.5,0,94
2021-12-30 14:00:00,2021-12-30 20:00:00,70.0,215.0,4.8,8.3,24.2,39,780.7,0,159
2021-12-30 13:50:00,2021-12-30 19:50:00,169.0,208.0,2.4,5.8,24.3,39,780.8,0,146
2021-12-30 13:40:00,2021-12-30 19:40:00,156.0,306.0,2.3,5.5,24.2,39,781,0,98
2021-12-30 13:30:00,2021-12-30 19:30:00,149.0,316.0,2.5,7.9,23.8,40,781.2,0,74
2021-12-30 13:20:00,2021-12-30 19:20:00,17.0,87.0,3.8,9.6,23.4,40,781.3,0,75
2021-12-30 13:10:00,2021-12-30 19:10:00,183.0,259.0,3,10.1,23.1,39,781.5,0,101
2021-12-30 13:00:00,2021-12-30 19:00:00,81.0,92.0,3.9,9.7,22.8,41,781.7,0,87
2021-12-30 12:50:00,2021-12-30 18:50:00,122.0,296.0,3.5,10.9,22.6,43,781.9,0,91
2021-12-30 12:40:00,2021-12-30 18:40:00,108.0,132.0,4.2,11.4,22.5,43,782.1,0,68
2021-12-30 12:30:00,2021-12-30 18:30:00,167.0,229.0,2.9,8.7,22.2,43,782.2,0,63
2021-12-30 12:20:00,2021-12-30 18:20:00,94.0,84.0,4.1,11.2,21.8,45,782.4,0,65
2021-12-30 12:10:00,2021-12-30 18:10:00,175.0,233.0,2.9,7.3,21.7,47,782.5,0,61
2021-12-30 12:00:00,2021-12-30 18:00:00,320.0,85.0,3.6,11.2,21.1,48,782.7,0,64
2021-12-30 11:50:00,2021-12-30 17:50:00,81.0,96.0,4.2,12.1,21,48,782.9,0,72
2021-12-30 11:40:00,2021-12-30 17:40:00,114.0,93.0,2.9,10.3,20.7,50,783.1,0,63
2021-12-30 11:30:00,2021-12-30 17:30:00,148.0,297.0,3,7.5,20.1,51,783.2,0,60
2021-12-30 11:20:00,2021-12-30 17:20:00,319.0,307.0,4.3,7.1,19.9,52,783.4,0,58
2021-12-30 11:10:00,2021-12-30 17:10:00,47.0,85.0,3.5,6.6,19.5,51,783.4,0,57
2021-12-30 11:00:00,2021-12-30 17:00:00,65.0,310.0,4,9.6,19,51,783.5,0,56
2021-12-30 10:50:00,2021-12-30 16:50:00,39.0,297.0,3.5,7.3,18.4,51,783.6,0,55
2021-12-30 10:40:00,2021-12-30 16:40:00,239.0,265.0,2.9,6.4,17.9,52,783.7,0,61
2021-12-30 10:30:00,2021-12-30 16:30:00,169.0,122.0,2,4,17.6,53,783.8,0,58
2021-12-30 10:20:00,2021-12-30 16:20:00,165.0,305.0,2.4,5.3,17.2,53,783.8,0,51
2021-12-30 10:10:00,2021-12-30 16:10:00,181.0,225.0,1.8,3.6,16.6,54,783.9,0,49
2021-12-30 10:00:00,2021-12-30 16:00:00,113.0,114.0,2.5,4.9,16.1,55,783.9,0,48
2021-12-30 09:50:00,2021-12-30 15:50:00,165.0,359.0,2.3,4.4,15.5,57,783.9,0,47
2021-12-30 09:40:00,2021-12-30 15:40:00,90.0,347.0,2.2,5.1,15.2,57,783.9,0,45
2021-12-30 09:30:00,2021-12-30 15:30:00,159.0,269.0,2.2,5.1,14.7,58,784,0,44
2021-12-30 09:20:00,2021-12-30 15:20:00,52.0,125.0,3.4,6.5,14.5,58,783.9,0,44
2021-12-30 09:10:00,2021-12-30 15:10:00,115.0,84.0,2.2,5.3,14.1,61,783.9,0,42
2021-12-30 09:00:00,2021-12-30 15:00:00,65.0,358.0,4,7.1,12.8,64,783.8,0,40
2021-12-30 08:50:00,2021-12-30 14:50:00,46.0,325.0,2.2,4,11.6,68,783.7,0,39
2021-12-30 08:40:00,2021-12-30 14:40:00,48.0,77.0,2.4,3.7,10.4,72,783.6,0,36
2021-12-30 08:30:00,2021-12-30 14:30:00,32.0,43.0,2.3,2.9,9.3,75,783.5,0,34
2021-12-30 08:20:00,2021-12-30 14:20:00,82.0,84.0,2.2,3.3,8.4,78,783.4,0,31
2021-12-30 08:10:00,2021-12-30 14:10:00,55.0,95.0,2.1,3.3,7.5,81,783.2,0,28
2021-12-30 08:00:00,2021-12-30 14:00:00,62.0,93.0,2.1,2.7,6.8,82,783.1,0,23
2021-12-30 07:50:00,2021-12-30 13:50:00,82.0,96.0,2.7,3.8,6.3,81,783.1,0,19
2021-12-30 07:40:00,2021-12-30 13:40:00,71.0,71.0,2,2.7,6,80,783,0,14
2021-12-30 07:30:00,2021-12-30 13:30:00,83.0,96.0,1.8,2.5,6,80,782.9,0,9
2021-12-30 07:20:00,2021-12-30 13:20:00,86.0,132.0,1.6,2.3,5.8,81,782.8,0,4
2021-12-30 07:10:00,2021-12-30 13:10:00,301.0,319.0,1.5,2.1,5.6,81,782.7,0,0
2021-12-30 07:00:00,2021-12-30 13:00:00,299.0,306.0,1.8,2.3,5.6,80,782.7,0,0
2021-12-30 06:50:00,2021-12-30 12:50:00,304.0,317.0,1.5,2,5.8,80,782.6,0,0
2021-12-30 06:40:00,2021-12-30 12:40:00,282.0,252.0,1.5,2.1,5.7,81,782.5,0,0
2021-12-30 06:30:00,2021-12-30 12:30:00,298.0,333.0,1.7,2.3,5.7,81,782.4,0,0
2021-12-30 06:20:00,2021-12-30 12:20:00,279.0,288.0,1.5,2.1,5.8,81,782.4,0,0
2021-12-30 06:10:00,2021-12-30 12:10:00,231.0,286.0,1.5,2.2,5.8,81,782.3,0,0
2021-12-30 06:00:00,2021-12-30 12:00:00,227.0,225.0,1.5,2.1,5.9,81,782.2,0,0
2021-12-30 05:50:00,2021-12-30 11:50:00,118.0,72.0,1.6,2.6,6,81,782.2,0,0
2021-12-30 05:40:00,2021-12-30 11:40:00,59.0,86.0,1.8,2.6,5.9,81,782.2,0,0
2021-12-30 05:30:00,2021-12-30 11:30:00,39.0,358.0,1.6,2.1,6.2,81,782.1,0,0
2021-12-30 05:20:00,2021-12-30 11:20:00,19.0,294.0,1.5,2,6.4,81,782.1,0,0
2021-12-30 05:10:00,2021-12-30 11:10:00,131.0,247.0,1.5,2.1,6.6,80,782.1,0,0
2021-12-30 05:00:00,2021-12-30 11:00:00,242.0,286.0,1.6,2.4,6.8,80,782.1,0,0
2021-12-30 04:50:00,2021-12-30 10:50:00,9.0,226.0,1.5,1.8,6.9,81,782.1,0,0
2021-12-30 04:40:00,2021-12-30 10:40:00,226.0,237.0,1.9,2.6,6.8,82,782.1,0,0
2021-12-30 04:30:00,2021-12-30 10:30:00,167.0,180.0,1.5,2.3,6.7,81,782.1,0,0
2021-12-30 04:20:00,2021-12-30 10:20:00,93.0,77.0,2.1,3.3,6.8,80,782.1,0,0
2021-12-30 04:10:00,2021-12-30 10:10:00,60.0,95.0,2.1,3.8,6.8,80,782,0,0
2021-12-30 04:00:00,2021-12-30 10:00:00,79.0,72.0,2.3,3.2,7.2,79,782,0,0
2021-12-30 03:50:00,2021-12-30 09:50:00,83.0,93.0,2,2.9,7.2,79,782.1,0,0
2021-12-30 03:40:00,2021-12-30 09:40:00,88.0,58.0,1.9,2.6,7.2,79,782.1,0,0
2021-12-30 03:30:00,2021-12-30 09:30:00,65.0,103.0,1.7,2.6,7.3,78,782,0,0
2021-12-30 03:20:00,2021-12-30 09:20:00,87.0,95.0,2.1,3.1,7.4,78,782,0,0
2021-12-30 03:10:00,2021-12-30 09:10:00,76.0,144.0,2.7,4,7.7,77,782,0,0
2021-12-30 03:00:00,2021-12-30 09:00:00,98.0,87.0,2.1,2.8,7.6,77,782.1,0,0
2021-12-30 02:50:00,2021-12-30 08:50:00,82.0,89.0,2.2,3.4,7.8,76,782,0,0
2021-12-30 02:40:00,2021-12-30 08:40:00,180.0,255.0,1.8,2.9,8,76,782.1,0,0
2021-12-30 02:30:00,2021-12-30 08:30:00,247.0,264.0,1.7,2.3,8,75,782,0,0
2021-12-30 02:20:00,2021-12-30 08:20:00,252.0,319.0,1.5,1.8,8.3,74,782.1,0,0
2021-12-30 02:10:00,2021-12-30 08:10:00,225.0,232.0,1.5,2.3,8.2,74,782.2,0,0
2021-12-30 02:00:00,2021-12-30 08:00:00,87.0,358.0,1.8,2.8,8.6,74,782.2,0,0
2021-12-30 01:50:00,2021-12-30 07:50:00,70.0,92.0,2,2.7,8.6,73,782.2,0,0
2021-12-30 01:40:00,2021-12-30 07:40:00,86.0,79.0,2.1,3,9,72,782.2,0,0
2021-12-30 01:30:00,2021-12-30 07:30:00,305.0,283.0,1.6,2.6,9.2,72,782.2,0,0
2021-12-30 01:20:00,2021-12-30 07:20:00,293.0,333.0,1.5,2,9.6,72,782.2,0,0
2021-12-30 01:10:00,2021-12-30 07:10:00,166.0,237.0,1.7,2.6,9.8,72,782.3,0,0
2021-12-30 01:00:00,2021-12-30 07:00:00,241.0,234.0,2,4,10,70,782.3,0,0
2021-12-30 00:50:00,2021-12-30 06:50:00,215.0,222.0,2,3.4,10.1,70,782.4,0,0
2021-12-30 00:40:00,2021-12-30 06:40:00,151.0,137.0,1.8,2.5,10.2,69,782.4,0,0
2021-12-30 00:30:00,2021-12-30 06:30:00,265.0,262.0,3.4,5.2,10.2,70,782.4,0,0
2021-12-30 00:20:00,2021-12-30 06:20:00,63.0,267.0,1.8,3.1,10.1,69,782.4,0,0
2021-12-30 00:10:00,2021-12-30 06:10:00,181.0,251.0,1.7,2.4,10.3,69,782.5,0,0
2021-12-30 00:00:00,2021-12-30 06:00:00,170.0,217.0,1.5,1.9,10.7,67,782.5,0,0
2021-12-29 23:50:00,2021-12-30 05:50:00,239.0,261.0,2.2,3.8,10.7,68,782.5,0,0
2021-12-29 23:40:00,2021-12-30 05:40:00,87.0,347.0,1.6,2.6,10.9,67,782.7,0,0
2021-12-29 23:30:00,2021-12-30 05:30:00,294.0,290.0,2.1,2.6,11,67,782.7,0,0
2021-12-29 23:20:00,2021-12-30 05:20:00,112.0,88.0,1.7,3.4,11.2,66,782.7,0,0
2021-12-29 23:10:00,2021-12-30 05:10:00,90.0,71.0,3,5,11.4,66,782.6,0,0
2021-12-29 23:00:00,2021-12-30 05:00:00,53.0,47.0,3.6,6,11.4,65,782.7,0,0
2021-12-29 22:50:00,2021-12-30 04:50:00,290.0,292.0,2.3,5.7,11.6,65,782.6,0,0
2021-12-29 22:40:00,2021-12-30 04:40:00,233.0,272.0,1.9,4.5,11.6,65,782.6,0,0
2021-12-29 22:30:00,2021-12-30 04:30:00,117.0,207.0,1.8,3.6,12,64,782.6,0,0
2021-12-29 22:20:00,2021-12-30 04:20:00,210.0,253.0,1.9,2.9,12.2,64,782.5,0,0
2021-12-29 22:10:00,2021-12-30 04:10:00,246.0,293.0,1.8,2.8,12.1,64,782.4,0,0
2021-12-29 22:00:00,2021-12-30 04:00:00,122.0,106.0,1.7,3.1,12.5,62,782.4,0,0
2021-12-29 21:50:00,2021-12-30 03:50:00,252.0,300.0,2.3,4,12.5,63,782.4,0,0
2021-12-29 21:40:00,2021-12-30 03:40:00,195.0,298.0,1.8,2.6,12.7,62,782.2,0,0
2021-12-29 21:30:00,2021-12-30 03:30:00,242.0,278.0,2.1,3.4,13.2,61,782.1,0,0
2021-12-29 21:20:00,2021-12-30 03:20:00,220.0,231.0,1.7,2.6,13.9,59,782.1,0,0
2021-12-29 21:10:00,2021-12-30 03:10:00,164.0,189.0,1.8,2.6,14.1,59,782,0,0
2021-12-29 21:00:00,2021-12-30 03:00:00,266.0,291.0,2.3,3.4,13.6,60,782,0,0
2021-12-29 20:50:00,2021-12-30 02:50:00,6.0,326.0,2.1,2.9,13.8,59,781.8,0,0
2021-12-29 20:40:00,2021-12-30 02:40:00,95.0,151.0,2.1,3.9,14.3,58,781.7,0,0
2021-12-29 20:30:00,2021-12-30 02:30:00,90.0,97.0,3.2,5.3,14.6,58,781.6,0,0
2021-12-29 20:20:00,2021-12-30 02:20:00,101.0,118.0,2.5,3.9,15,57,781.4,0,0
2021-12-29 20:10:00,2021-12-30 02:10:00,80.0,82.0,3.6,5.9,15.6,56,781.3,0,0
2021-12-29 20:00:00,2021-12-30 02:00:00,79.0,59.0,3,6.5,15.9,55,781.2,0,0
2021-12-29 19:50:00,2021-12-30 01:50:00,86.0,103.0,2.9,6,16.3,55,780.9,0,0
2021-12-29 19:40:00,2021-12-30 01:40:00,93.0,100.0,3.4,10.7,16.2,55,780.8,0,0
2021-12-29 19:30:00,2021-12-30 01:30:00,98.0,101.0,3.3,9.6,16.2,55,780.7,0,0
2021-12-29 19:20:00,2021-12-30 01:20:00,89.0,75.0,2.8,7,16.8,53,780.5,0,0
2021-12-29 19:10:00,2021-12-30 01:10:00,76.0,338.0,3,5.9,17.6,52,780.4,0,0
2021-12-29 19:00:00,2021-12-30 01:00:00,109.0,106.0,2.6,5.6,19,49,780.4,0,0
2021-12-29 18:50:00,2021-12-30 00:50:00,106.0,217.0,2.3,5.5,19.8,47,780.3,0,0
2021-12-29 18:40:00,2021-12-30 00:40:00,115.0,82.0,2.3,7.1,20.1,47,780.2,0,0
2021-12-29 18:30:00,2021-12-30 00:30:00,127.0,171.0,2,5.4,20.6,46,780.1,0,0
2021-12-29 18:20:00,2021-12-30 00:20:00,109.0,89.0,3.1,10,21.1,45,780,0,0
2021-12-29 18:10:00,2021-12-30 00:10:00,106.0,317.0,3.3,11.9,21.5,44,779.9,0,0
2021-12-29 18:00:00,2021-12-30 00:00:00,108.0,235.0,2.7,7.1,22.2,44,779.8,0,5
2021-12-29 17:50:00,2021-12-29 23:50:00,117.0,136.0,3.5,10.6,22.6,43,779.6,0,12
2021-12-29 17:40:00,2021-12-29 23:40:00,121.0,131.0,3,9.6,23.1,41,779.5,0,18
2021-12-29 17:30:00,2021-12-29 23:30:00,121.0,148.0,2.7,10,23.5,41,779.5,0,22
2021-12-29 17:20:00,2021-12-29 23:20:00,131.0,320.0,2.8,7.7,23.7,40,779.4,0,29
2021-12-29 17:10:00,2021-12-29 23:10:00,119.0,102.0,3.8,12.6,24.2,39,779.3,0,34
2021-12-29 17:00:00,2021-12-29 23:00:00,145.0,108.0,2.7,6.7,24.7,37,779.2,0,40
2021-12-29 16:50:00,2021-12-29 22:50:00,127.0,288.0,3.2,10,24.8,36,779.1,0,48
2021-12-29 16:40:00,2021-12-29 22:40:00,125.0,108.0,3.2,13.7,24.9,36,779.1,0,65
2021-12-29 16:30:00,2021-12-29 22:30:00,116.0,95.0,4.3,17.6,25.1,35,779.1,0,257
2021-12-29 16:20:00,2021-12-29 22:20:00,122.0,186.0,4.4,18.2,25.4,35,779.1,0,330
2021-12-29 16:10:00,2021-12-29 22:10:00,123.0,98.0,3.7,17.1,25.7,37,779,0,366
2021-12-29 16:00:00,2021-12-29 22:00:00,116.0,160.0,4.1,16.9,26.7,36,779,0,401
2021-12-29 15:50:00,2021-12-29 21:50:00,118.0,322.0,3.3,8.9,27.8,35,779,0,446
2021-12-29 15:40:00,2021-12-29 21:40:00,209.0,265.0,3.1,8.7,27.8,31,779,0,495
2021-12-29 15:30:00,2021-12-29 21:30:00,123.0,151.0,3.1,8.3,28.2,31,779,0,407
2021-12-29 15:20:00,2021-12-29 21:20:00,78.0,125.0,3.7,8.7,28,31,779,0,140
2021-12-29 15:10:00,2021-12-29 21:10:00,115.0,272.0,2.7,6.7,27.5,32,779,0,83
2021-12-29 15:00:00,2021-12-29 21:00:00,115.0,337.0,2.9,10.7,26.2,33,779.1,0,107
2021-12-29 14:50:00,2021-12-29 20:50:00,56.0,349.0,3.6,8.3,25.7,33,779.1,0,108
2021-12-29 14:40:00,2021-12-29 20:40:00,80.0,91.0,4.3,10.2,25.9,33,779.2,0,124
2021-12-29 14:30:00,2021-12-29 20:30:00,162.0,222.0,2.2,6.1,26.1,33,779.3,0,127
2021-12-29 14:20:00,2021-12-29 20:20:00,104.0,93.0,3.3,11.1,25.4,34,779.3,0,78
2021-12-29 14:10:00,2021-12-29 20:10:00,75.0,114.0,5.3,11.7,25.1,35,779.4,0,88
2021-12-29 14:00:00,2021-12-29 20:00:00,39.0,355.0,5.1,12.2,24.7,36,779.5,0,150
2021-12-29 13:50:00,2021-12-29 19:50:00,172.0,355.0,2.4,5.9,24.7,37,779.7,0,154
2021-12-29 13:40:00,2021-12-29 19:40:00,110.0,341.0,2.9,10.1,24.2,37,779.8,0,92
2021-12-29 13:30:00,2021-12-29 19:30:00,79.0,235.0,4.7,11.7,23.9,38,779.9,0,69
2021-12-29 13:20:00,2021-12-29 19:20:00,196.0,229.0,3.2,8.4,23.7,40,780,0,71
2021-12-29 13:10:00,2021-12-29 19:10:00,229.0,245.0,3.1,10.6,23.3,41,780.2,0,99
2021-12-29 13:00:00,2021-12-29 19:00:00,105.0,290.0,3.9,10,22.9,41,780.4,0,84
2021-12-29 12:50:00,2021-12-29 18:50:00,102.0,352.0,3.3,10.1,22.5,42,780.6,0,95
2021-12-29 12:40:00,2021-12-29 18:40:00,104.0,124.0,3.6,12.4,22.1,42,780.8,0,65
2021-12-29 12:30:00,2021-12-29 18:30:00,173.0,266.0,3.2,14.5,22,42,781,0,58
2021-12-29 12:20:00,2021-12-29 18:20:00,144.0,99.0,3,12.5,21.8,43,781.2,0,58
2021-12-29 12:10:00,2021-12-29 18:10:00,137.0,104.0,2.7,8.4,21.5,45,781.3,0,55
2021-12-29 12:00:00,2021-12-29 18:00:00,122.0,213.0,3.3,13.2,21.1,45,781.6,0,58
2021-12-29 11:50:00,2021-12-29 17:50:00,139.0,229.0,2.6,11,20.9,45,781.8,0,77
2021-12-29 11:40:00,2021-12-29 17:40:00,90.0,117.0,4,11,20.1,44,782.1,0,53
2021-12-29 11:30:00,2021-12-29 17:30:00,145.0,254.0,2.6,8.2,19.9,49,782.3,0,56
2021-12-29 11:20:00,2021-12-29 17:20:00,155.0,184.0,2.6,7.4,19.3,49,782.4,0,48
2021-12-29 11:10:00,2021-12-29 17:10:00,161.0,201.0,2.5,7.6,18.9,51,782.6,0,48
2021-12-29 11:00:00,2021-12-29 17:00:00,162.0,228.0,2.5,6.9,18.5,53,782.7,0,47
2021-12-29 10:50:00,2021-12-29 16:50:00,144.0,345.0,2.4,7.6,18,56,782.8,0,47
2021-12-29 10:40:00,2021-12-29 16:40:00,146.0,229.0,2.9,8.1,17.8,58,782.8,0,54
2021-12-29 10:30:00,2021-12-29 16:30:00,173.0,239.0,2.1,5.4,17.4,61,782.9,0,50
2021-12-29 10:20:00,2021-12-29 16:20:00,125.0,201.0,2.7,7.5,17,61,782.9,0,45
2021-12-29 10:10:00,2021-12-29 16:10:00,79.0,48.0,3.4,7.9,16.3,64,782.9,0,43
2021-12-29 10:00:00,2021-12-29 16:00:00,83.0,299.0,3.5,12,16.4,65,783,0,43
2021-12-29 09:50:00,2021-12-29 15:50:00,115.0,218.0,2.6,9,15.8,67,783,0,43
2021-12-29 09:40:00,2021-12-29 15:40:00,119.0,92.0,3.3,10.1,15.6,68,783,0,41
2021-12-29 09:30:00,2021-12-29 15:30:00,121.0,96.0,3.5,11.1,15.3,69,782.9,0,41
2021-12-29 09:20:00,2021-12-29 15:20:00,97.0,99.0,3.6,9.4,14.9,71,782.8,0,42
2021-12-29 09:10:00,2021-12-29 15:10:00,84.0,85.0,4.3,9.2,14.6,72,782.7,0,39
2021-12-29 09:00:00,2021-12-29 15:00:00,83.0,64.0,2.6,6.1,13.4,76,782.7,0,36
2021-12-29 08:50:00,2021-12-29 14:50:00,50.0,332.0,3.1,6,12,80,782.7,0,34
2021-12-29 08:40:00,2021-12-29 14:40:00,1.0,341.0,2.4,3.2,11,83,782.6,0,32
2021-12-29 08:30:00,2021-12-29 14:30:00,12.0,356.0,2.4,3.1,10,87,782.5,0,30
2021-12-29 08:20:00,2021-12-29 14:20:00,35.0,92.0,2.5,4.3,9.2,88,782.4,0,28
2021-12-29 08:10:00,2021-12-29 14:10:00,75.0,94.0,2.9,4.6,8.6,89,782.3,0,25
2021-12-29 08:00:00,2021-12-29 14:00:00,100.0,100.0,2.1,3.2,7.8,89,782.2,0,22
2021-12-29 07:50:00,2021-12-29 13:50:00,5.0,307.0,1.8,2.9,7.4,89,782.2,0,18
2021-12-29 07:40:00,2021-12-29 13:40:00,203.0,354.0,1.6,2.5,7.4,89,782.1,0,14
2021-12-29 07:30:00,2021-12-29 13:30:00,218.0,257.0,1.7,2.8,7.3,90,782,0,8
2021-12-29 07:20:00,2021-12-29 13:20:00,234.0,248.0,2.1,3.6,7.1,89,781.9,0,3
2021-12-29 07:10:00,2021-12-29 13:10:00,214.0,348.0,1.6,3,7.2,89,781.9,0,0
2021-12-29 07:00:00,2021-12-29 13:00:00,199.0,237.0,1.9,3.1,7.5,89,781.9,0,0
2021-12-29 06:50:00,2021-12-29 12:50:00,256.0,356.0,2.4,3.4,7.5,89,781.7,0,0
2021-12-29 06:40:00,2021-12-29 12:40:00,61.0,94.0,1.7,2.3,7.5,89,781.6,0,0
2021-12-29 06:30:00,2021-12-29 12:30:00,46.0,339.0,1.7,2.6,7.6,88,781.6,0,0
2021-12-29 06:20:00,2021-12-29 12:20:00,199.0,231.0,1.7,3.1,7.8,88,781.6,0,0
2021-12-29 06:10:00,2021-12-29 12:10:00,254.0,243.0,1.9,3,8.1,88,781.5,0,0
2021-12-29 06:00:00,2021-12-29 12:00:00,186.0,240.0,2.2,5,8.3,89,781.5,0,0
2021-12-29 05:50:00,2021-12-29 11:50:00,171.0,210.0,1.6,2.3,8.4,89,781.4,0,0
2021-12-29 05:40:00,2021-12-29 11:40:00,200.0,227.0,2.2,3.8,8.3,89,781.2,0,0
2021-12-29 05:30:00,2021-12-29 11:30:00,90.0,83.0,2.7,5.1,8.3,89,781.2,0,0
2021-12-29 05:20:00,2021-12-29 11:20:00,96.0,89.0,2.2,3.6,8.1,88,781.1,0,0
2021-12-29 05:10:00,2021-12-29 11:10:00,189.0,234.0,1.9,2.7,8.3,88,781.1,0,0
2021-12-29 05:00:00,2021-12-29 11:00:00,219.0,271.0,1.7,2.3,8.5,88,781.1,0,0
2021-12-29 04:50:00,2021-12-29 10:50:00,295.0,234.0,1.6,2.1,8.6,88,781.1,0,0
2021-12-29 04:40:00,2021-12-29 10:40:00,157.0,225.0,1.6,2.6,8.8,88,781,0,0
2021-12-29 04:30:00,2021-12-29 10:30:00,115.0,154.0,1.5,2.8,8.8,87,780.9,0,0
2021-12-29 04:20:00,2021-12-29 10:20:00,331.0,320.0,1.7,2.3,8.7,87,780.9,0,0
2021-12-29 04:10:00,2021-12-29 10:10:00,12.0,183.0,1.5,2.1,8.9,86,781,0,0
2021-12-29 04:00:00,2021-12-29 10:00:00,192.0,207.0,2,2.5,9.1,86,780.9,0,0
2021-12-29 03:50:00,2021-12-29 09:50:00,176.0,219.0,2,2.9,9.3,86,780.9,0,0
2021-12-29 03:40:00,2021-12-29 09:40:00,270.0,354.0,1.8,2.6,9.3,85,780.8,0,0
2021-12-29 03:30:00,2021-12-29 09:30:00,269.0,306.0,1.7,2.2,9.4,85,780.8,0,0
2021-12-29 03:20:00,2021-12-29 09:20:00,260.0,257.0,1.7,2.3,9.6,86,780.9,0,0
